@lat	@lon	addr:street	addr:housenumber	name
50.0928174	19.9065314	Stanisława Kasznicy	3	
50.1104208	19.9019429	Konopna	12	
50.1098252	19.9026099	Gospodarska	13	
50.1153465	19.9028275	Zefirowa	7	
50.1115665	19.8935487	Na Budzyniu	6	
50.1106121	19.8924681	Na Budzyniu	35	
50.1013257	19.9090853	Władysława Łokietka	188	
50.1103629	19.8867269	Gaik	80	
50.0974071	19.8926535	Józefa Chełmońskiego	215	
50.1109014	19.8997966	Władysława Łokietka	296	
50.1071536	19.9011102	Skotnica	9a	
50.0948074	19.9058080	Stelmachów	121g	
50.0951290	19.9059191	Stelmachów	121b	
50.1103145	19.8881253	Gaik	70	
50.1105941	19.8999101	Władysława Łokietka	294	
50.0905766	19.9063913	Generała Józefa Olszyny-Wilczyńskiego	1	
50.1152823	19.9018499	Zefirowa	10	
50.1154056	19.8998411	Na Zielonki	39	
50.0906394	19.9064098	Generała Józefa Olszyny-Wilczyńskiego	3	
50.0992098	19.8910286	Jasnogórska	60	
50.1119469	19.8992066	Władysława Łokietka	308	
50.1153872	19.9020916	Zefirowa	8	
50.1250135	19.9009992	Jurajska	22b	
50.0993894	19.9108299	Władysława Łokietka	158	
50.0925285	19.9020942	Józefa Chełmońskiego	124	
50.1008006	19.8899147	Jasnogórska	62	
50.0951713	19.9060067	Stelmachów	121a	
50.0943646	19.9151421	Władysława Łokietka	112	
50.0659710	19.9164213	Aleja Adama Mickiewicza	30	
50.0676189	19.9110360	Kawiory	30	
50.0656972	19.9215034	Aleja Adama Mickiewicza	30	Biblioteka Główna AGH
50.0614873	19.9231263	Aleja Adama Mickiewicza	22	
50.0613013	19.9220894	Oleandry	3	
50.0715003	19.9052444	Piastowska	49	Biedronka
50.0689562	19.9091863	Nawojki	11	Cyfronet AGH
50.0706893	19.9052919	Piastowska	47	DS Piast
50.0693512	19.9049058	Józefa Rostafińskiego	11	Babilon
50.0682559	19.9066669	Witolda Budryka	5	Dom Studencki Bonus
50.0684566	19.9053336	Józefa Rostafińskiego	6	Dom Studencki Bratek
50.0693046	19.9057479	Józefa Rostafińskiego	10	Dom Studencki Filutek
50.0686865	19.9068224	Witolda Budryka	7	Dom Studencki Hajduczek
50.0676794	19.9071346	Witolda Budryka	2	Dom Studencki Kapitol
50.0650256	19.9183854	Władysława Reymonta	11	Dom Studencki Nawojka
50.0690101	19.9043101	Józefa Rostafińskiego	9	Olimp
50.0691352	19.9068763	Witolda Budryka	9	Dom Studencki Omega
50.0678775	19.9061934	Witolda Budryka	3	Dom Studencki Promyk
50.0675829	19.9051263	Józefa Rostafińskiego	2	Dom Studencki Stokrotka
50.0674291	19.9061547	Witolda Budryka	1	Dom Studencki Straszny Dwór
50.0688727	19.9055919	Józefa Rostafińskiego	8	Dom Studencki Strumyk
50.0680273	19.9051790	Józefa Rostafińskiego	4	Dom Studencki Zaścianek
50.0674828	19.9202769	Stanisława Konarskiego	2	
50.0656352	19.9099621	Władysława Reymonta	22	"Hala TS ""Wisła"""
50.0647987	19.9224467	Aleja Adama Mickiewicza	30	
50.0649217	19.9217587	Aleja Adama Mickiewicza	30	
50.0650916	19.9207022	Aleja Adama Mickiewicza	30	
50.0654206	19.9204261	Aleja Adama Mickiewicza	30	
50.0651958	19.9199230	Aleja Adama Mickiewicza	30	
50.0660844	19.9194956	Aleja Adama Mickiewicza	30	
50.0662241	19.9188880	Aleja Adama Mickiewicza	30	
50.0663642	19.9182998	Aleja Adama Mickiewicza	30	
50.0665003	19.9176867	Aleja Adama Mickiewicza	30	
50.0671282	19.9169945	Czarnowiejska	66	
50.0655194	19.9227391	Aleja Adama Mickiewicza	30	
50.0659396	19.9224849	Aleja Adama Mickiewicza	30	
50.0661097	19.9216798	Aleja Adama Mickiewicza	30	
50.0659212	19.9202525	Aleja Adama Mickiewicza	30	
50.0647489	19.9197125	Władysława Reymonta	9	
50.0669527	19.9130111	Władysława Reymonta	19	
50.0672835	19.9123976	Kawiory	26a	
50.0709404	19.9068393	Gramatyka	8a	
50.0703216	19.9066682	Gramatyka	10	Wydział Zarządzania AGH
50.0657858	19.9175618	Aleja Adama Mickiewicza	30	
50.0670336	19.9152869	Czarnowiejska	78	
50.0668811	19.9149194	Czarnowiejska	78	Instytut Telekomunikacji AGH
50.0643752	19.9222260	Aleja Adama Mickiewicza	30	
50.0644730	19.9215678	Aleja Adama Mickiewicza	30	
50.0665204	19.9166989	Aleja Adama Mickiewicza	30	
50.0668443	19.9108744	Władysława Reymonta	23	
50.0646009	19.9205424	Władysława Reymonta	7	Centrum Dydaktyki AGH
50.0656131	19.9172018	Akademicka	5	Przychodnia Akademicka
50.0668891	19.9118834	Władysława Reymonta	21a	
50.0665109	19.9116466	Władysława Reymonta	21a	
50.0688827	19.9049542	Józefa Rostafińskiego	7	Administracja MS AGH
50.0672895	19.9109289	Władysława Reymonta	23	
50.0650325	19.9049650	Cichy Kącik	1	
50.0661183	19.9069793	Feliksa Radwańskiego	1	
50.0632332	19.9038387	Ignacego Domeyki	1	
50.0648250	19.9043842	Cichy Kącik	10	
50.0638667	19.9047598	Daniela Chodowieckiego	10	
50.0640780	19.9037593	Ignacego Domeyki	10	
50.0654172	19.9048534	Olimpijska	10	
50.0660523	19.9064521	Walerego Goetla	10	
50.0664276	19.9062446	Feliksa Radwańskiego	11	
50.0641262	19.9043328	Ignacego Domeyki	11	
50.0648630	19.9053247	Maurycego Beniowskiego	11	
50.0658355	19.9052645	Olimpijska	11	
50.0648413	19.9042944	Cichy Kącik	12	
50.0639936	19.9049848	Daniela Chodowieckiego	12	
50.0642412	19.9038841	Ignacego Domeyki	12	
50.0654971	19.9044429	Olimpijska	12	
50.0660800	19.9063741	Walerego Goetla	12	
50.0643353	19.9044333	Ignacego Domeyki	13	
50.0644887	19.9049399	Maurycego Beniowskiego	13	
50.0659286	19.9049159	Olimpijska	13	
50.0648470	19.9042042	Cichy Kącik	14	
50.0641294	19.9051561	Daniela Chodowieckiego	14	
50.0644295	19.9040302	Ignacego Domeyki	14	
50.0661039	19.9062967	Walerego Goetla	14	
50.0644305	19.9048618	Maurycego Beniowskiego	15	
50.0659653	19.9046216	Olimpijska	15	
50.0642708	19.9053266	Daniela Chodowieckiego	16	
50.0654667	19.9036589	Olimpijska	16	
50.0661302	19.9062222	Walerego Goetla	16	
50.0665898	19.9056452	Feliksa Radwańskiego	17	
50.0643744	19.9047191	Maurycego Beniowskiego	17	
50.0659953	19.9043111	Olimpijska	17	
50.0644470	19.9055195	Daniela Chodowieckiego	18	
50.0682845	19.9213817	Fryderyka Chopina	18	
50.0700087	19.9160507	Chocimska	19	
50.0666803	19.9050600	Feliksa Radwańskiego	19	
50.0643406	19.9045473	Maurycego Beniowskiego	19	
50.0660197	19.9039732	Olimpijska	19a	
50.0636440	19.9031438	Piastowska	19	
50.0647165	19.9047212	Cichy Kącik	2	
50.0633737	19.9032849	Ignacego Domeyki	2	
50.0628695	19.9042851	Igrców	2	
50.0652945	19.9052333	Maurycego Beniowskiego	2	
50.0658551	19.9068781	Walerego Goetla	2	
50.0646471	19.9057239	Daniela Chodowieckiego	20	
50.0651677	19.9043455	Maurycego Beniowskiego	20	
50.0658451	19.9036734	Olimpijska	21	
50.0638885	19.9031827	Piastowska	21	
50.0662621	19.9059065	Walerego Goetla	22	
50.0644809	19.9039459	Maurycego Beniowskiego	23	
50.0640472	19.9032025	Piastowska	23	
50.0663106	19.9057656	Walerego Goetla	24	
50.0645408	19.9038727	Maurycego Beniowskiego	25	
50.0646041	19.9038303	Maurycego Beniowskiego	27	
50.0644602	19.9032472	Piastowska	27	
50.0664448	19.9051028	Walerego Goetla	28	
50.0646784	19.9037853	Maurycego Beniowskiego	29	
50.0651141	19.9046632	Cichy Kącik	3	
50.0661441	19.9068515	Feliksa Radwańskiego	3	
50.0634560	19.9039144	Ignacego Domeyki	3	
50.0646283	19.9050827	Maurycego Beniowskiego	3	
50.0652472	19.9061526	Olimpijska	3	
50.0664297	19.9051921	Walerego Goetla	30	
50.0647508	19.9038086	Maurycego Beniowskiego	31	
50.0648098	19.9032998	Piastowska	31	
50.0664037	19.9052853	Walerego Goetla	32	
50.0648004	19.9038059	Maurycego Beniowskiego	33	
50.0650301	19.9033065	Piastowska	33	
50.0663842	19.9053809	Walerego Goetla	34	
50.0649353	19.9038341	Maurycego Beniowskiego	35	
50.0652559	19.9033892	Piastowska	35	
50.0650080	19.9038514	Maurycego Beniowskiego	37	
50.0654886	19.9033615	Piastowska	37	
50.0662732	19.9043461	Walerego Goetla	37	
50.0668799	19.9201052	Czarnowiejska	38	Willa Jagódka
50.0650796	19.9038597	Maurycego Beniowskiego	39	
50.0658703	19.9033900	Piastowska	39	
50.0662773	19.9042448	Walerego Goetla	39	
50.0647539	19.9046471	Cichy Kącik	4	
50.0633642	19.9042600	Daniela Chodowieckiego	4	
50.0635672	19.9034748	Ignacego Domeyki	4	
50.0649954	19.9058399	Olimpijska	4	
50.0658708	19.9067977	Walerego Goetla	4	
50.0651455	19.9038691	Maurycego Beniowskiego	41	
50.0662821	19.9041420	Walerego Goetla	41	
50.0667021	19.9044224	Władysława Reymonta	42	
50.0652136	19.9038801	Maurycego Beniowskiego	43	
50.0662868	19.9040446	Walerego Goetla	43	
50.0667746	19.9038610	Władysława Reymonta	44	
50.0662914	19.9039436	Walerego Goetla	45	
50.0662963	19.9038411	Walerego Goetla	47	
50.0663004	19.9037408	Walerego Goetla	49	
50.0657613	19.9072222	Daniela Chodowieckiego	5	
50.0662697	19.9066854	Feliksa Radwańskiego	5	
50.0636278	19.9040239	Ignacego Domeyki	5	
50.0646852	19.9051423	Maurycego Beniowskiego	5	
50.0653506	19.9059295	Olimpijska	5	
50.0663035	19.9036411	Walerego Goetla	51	
50.0663084	19.9035410	Walerego Goetla	53	
50.0663117	19.9034378	Walerego Goetla	55	
50.0647791	19.9045612	Cichy Kącik	6	
50.0635194	19.9043960	Daniela Chodowieckiego	6	
50.0637411	19.9035805	Ignacego Domeyki	6	
50.0651035	19.9055902	Olimpijska	6	
50.0659090	19.9067271	Walerego Goetla	6	
50.0661425	19.9075393	Daniela Chodowieckiego	7	
50.0662946	19.9065550	Feliksa Radwańskiego	7	
50.0637967	19.9041252	Ignacego Domeyki	7	
50.0647453	19.9051900	Maurycego Beniowskiego	7	
50.0656164	19.9058018	Olimpijska	7	
50.0648098	19.9044809	Cichy Kącik	8	
50.0637060	19.9046627	Daniela Chodowieckiego	8	
50.0639089	19.9036779	Ignacego Domeyki	8	
50.0659247	19.9066467	Walerego Goetla	8	
50.0664089	19.9063748	Feliksa Radwańskiego	9	
50.0639677	19.9042293	Ignacego Domeyki	9	
50.0648104	19.9052605	Maurycego Beniowskiego	9	
50.0657297	19.9055573	Olimpijska	9	
50.0690513	19.9194747	Kazimierza Czapińskiego	5	IX Liceum Ogólnokształcące im. Zygmunta Wróblewskiego w Krakowie
50.0680611	19.9082668	Witolda Budryka	4	Klub Studio
50.0700330	19.9237071	Józefitów	16	
50.0725394	19.9068070	Obopólna	3	
50.0653413	19.9172952	Władysława Reymonta	15	
50.0676996	19.9098444	Kawiory	40	
50.0719158	19.9131091	Kronikarza Galla	25	
50.0609717	19.9210516	Oleandry	4	PTSM Oleandry
50.0654107	19.9185989	Władysława Reymonta	13a	Tawo
50.0617324	19.9208852	Romana Ingardena	4	Wydział Pedagogiczny UP
50.0626171	19.9201159	Romana Ingardena	3	Instytut Filologii Wschodniosłowiańskiej Uniwersytetu Jagiellońskiego
50.0635719	19.9201428	Władysława Reymonta	4	Wydział Studiów Międzynarodowych i Politycznych UJ
50.0638347	19.9196807	Władysława Reymonta	4	
50.0718788	19.9153403	Aleja Kijowska	14	Wyższa Szkoła Zarządzania i Bankowości
50.0705977	19.9173773	Juliusza Lea	22a	
50.0712056	19.9210017	Królewska	26	
50.0681933	19.9209838	Fryderyka Chopina	20	
50.0724825	19.9086876	Adama Chmiela	1	
50.0693342	19.9223929	Juliusza Lea	6b	
50.0693857	19.9221300	Juliusza Lea	8	
50.0703872	19.9183050	Juliusza Lea	20	
50.0696236	19.9234825	Juliusza Lea	5a	
50.0714242	19.9201821	Królewska	48	
50.0670911	19.9145491	Miechowska	4a	
50.0670461	19.9185961	Tkacka	3	
50.0717411	19.9169211	Nowowiejska	31a	
50.0714945	19.9191038	Urzędnicza	46	
50.0717467	19.9087428	Juliusza Lea	88	
50.0715847	19.9198476	Królewska	52	
50.0702300	19.9175142	Juliusza Lea	22c	
50.0705422	19.9231946	Królewska	10	
50.0689250	19.9155489	Chocimska	5	
50.0678363	19.9208737	Stanisława Konarskiego	13	
50.0678769	19.9212739	Mieczysława Karłowicza	19	
50.0742939	19.9062340	Piastowska	57	
50.0692796	19.9201858	Stanisława Konarskiego	28a	
50.0680494	19.9208869	Stanisława Konarskiego	17	
50.0692858	19.9156234	Chocimska	11	
50.0727883	19.9142317	Kronikarza Galla	20	
50.0710136	19.9192623	Urzędnicza	39	
50.0707154	19.9158925	Chocimska	27	
50.0698009	19.9218111	Juliusza Lea	9a	
50.0669300	19.9185303	Tkacka	5	
50.0684554	19.9166696	Spokojna	6	
50.0733328	19.9071267	Warmijska	9	
50.0695470	19.9237312	Juliusza Lea	5	
50.0677144	19.9156373	Czarnowiejska	95	
50.0701847	19.9232553	Józefitów	17	
50.0713619	19.9171851	Nowowiejska	30	
50.0678182	19.9201164	Czarnowiejska	55a	
50.0696611	19.9181720	Urzędnicza	24	
50.0698055	19.9204784	Juliusza Lea	12b	
50.0708439	19.9154718	Chocimska	32	
50.0704975	19.9179157	Juliusza Lea	20b	
50.0685184	19.9112450	Toruńska	12	
50.0733693	19.9063406	Obopólna	16	
50.0702142	19.9189022	Juliusza Lea	16b	
50.0727623	19.9137495	Kronikarza Galla	21	
50.0662349	19.9045543	Walerego Goetla	35	
50.0705032	19.9158661	Chocimska	23	
50.0709646	19.9152487	Juliusza Lea	36a	
50.0674737	19.9131947	Kawiory	10	
50.0705504	19.9202303	Królewska	36	
50.0691709	19.9202556	Stanisława Konarskiego	26a	
50.0732092	19.9135620	Królewska	90	
50.0688019	19.9185120	Urzędnicza	13	
50.0675325	19.9211624	Mieczysława Karłowicza	25	
50.0709460	19.9173597	Juliusza Lea	27	
50.0672366	19.9084151	Władysława Reymonta	27	
50.0714367	19.9072223	Stanisława Skarbińskiego	20	
50.0673438	19.9228678	Karola Szymanowskiego	10	
50.0698514	19.9215939	Juliusza Lea	9b	
50.0673795	19.9215082	Mieczysława Karłowicza	12	
50.0673186	19.9210944	Mieczysława Karłowicza	29	
50.0724220	19.9073190	Warmijska	10	
50.0721451	19.9080758	Juliusza Lea	99	
50.0712490	19.9189269	Urzędnicza	42	
50.0698700	19.9181817	Urzędnicza	26	
50.0739644	19.9070768	Warmijska	5	
50.0697493	19.9176506	Spokojna	29	
50.0667617	19.9143672	Miechowska	10	
50.0690642	19.9209886	Stanisława Konarskiego	27	
50.0693137	19.9226079	Juliusza Lea	6a	
50.0676391	19.9211924	Mieczysława Karłowicza	23	
50.0673070	19.9186058	Czarnowiejska	50b	Centrum e-Learningu AGH
50.0699250	19.9231101	Józefitów	19b	
50.0673833	19.9197323	Czarnowiejska	57	
50.0728767	19.9057162	Obopólna	4a	
50.0738054	19.9108885	Królewska	94	
50.0710161	19.9170608	Juliusza Lea	29	
50.0677460	19.9212207	Mieczysława Karłowicza	21	
50.0677094	19.9216013	Mieczysława Karłowicza	8	
50.0696713	19.9210286	Juliusza Lea	12a	
50.0679725	19.9115705	Kawiory	5	
50.0652051	19.9226446	Aleja Adama Mickiewicza	30	
50.0702531	19.9187186	Juliusza Lea	18	
50.0684338	19.9099020	Kawiory	39	
50.0662187	19.9077058	Daniela Chodowieckiego	7	
50.0698869	19.9200912	Juliusza Lea	14a	
50.0711498	19.9164468	Nowowiejska	37	
50.0707464	19.9190916	Urzędnicza	35	
50.0673537	19.9140724	Kawiory	2	
50.0708819	19.9187138	Urzędnicza	36	
50.0679428	19.9230267	Karola Szymanowskiego	5	
50.0694230	19.9204678	Stanisława Konarskiego	30	
50.0713723	19.9190008	Urzędnicza	44	
50.0678058	19.9176172	Czarnowiejska	75	
50.0713991	19.9073491	Stanisława Skarbińskiego	18	
50.0697987	19.9230289	Józefitów	19	
50.0715705	19.9196246	Urzędnicza	47	
50.0681056	19.9230750	Karola Szymanowskiego	4	
50.0691215	19.9181230	Urzędnicza	20	
50.0711709	19.9092058	Stanisława Skarbińskiego	10a	
50.0674047	19.9199973	Czarnowiejska	55	
50.0702618	19.9199459	Juliusza Lea	17	
50.0700809	19.9186758	Urzędnicza	29	
50.0721465	19.9177872	Królewska	80	
50.0709392	19.9219474	Królewska	20	
50.0672459	19.9223768	Mieczysława Karłowicza	16	
50.0684631	19.9114069	Toruńska	10	
50.0702895	19.9238319	Królewska	6	The Crown Hotel
50.0650052	19.9228906	Aleja Adama Mickiewicza	30	
50.0664903	19.9180415	Aleja Adama Mickiewicza	30	
50.0684454	19.9231379	Karola Szymanowskiego	3	
50.0678466	19.9221046	Symfoniczna	2	
50.0691318	19.9178998	Ogrodniczek	7	
50.0710463	19.9214962	Stanisława Konarskiego	54	
50.0672962	19.9219567	Mieczysława Karłowicza	14	
50.0703511	19.9209451	Stanisława Konarskiego	42	
50.0676957	19.9229563	Karola Szymanowskiego	7	
50.0663504	19.9186426	Aleja Adama Mickiewicza	30	
50.0612536	19.9199051	Romana Ingardena	6	
50.0717343	19.9191897	Królewska	56	
50.0662127	19.9192445	Aleja Adama Mickiewicza	30	
50.0708801	19.9191967	Urzędnicza	37	
50.0680196	19.9198303	Fryderyka Chopina	32	
50.0686139	19.9212200	Fryderyka Chopina	13	
50.0700486	19.9231674	Józefitów	19a	
50.0735962	19.9081004	Podchorążych	2	
50.0650455	19.9143983	Władysława Reymonta	18	
50.0715953	19.9191644	Urzędnicza	48	
50.0684091	19.9116183	Toruńska	9	
50.0693938	19.9115429	Nawojki	4	
50.0743829	19.9072577	Warmijska	1	
50.0708106	19.9168611	Plac Nowowiejski	2	
50.0677337	19.9220752	Symfoniczna	4	
50.0703166	19.9233050	Józefitów	15	
50.0695813	19.9190770	Kazimierza Czapińskiego	3	ZUE S.A.
50.0702385	19.9182649	Urzędnicza	30	
50.0729667	19.9070898	Warmijska	11	
50.0704603	19.9233830	Królewska	8	
50.0701222	19.9243033	Królewska	2	
50.0674256	19.9194394	Czarnowiejska	61	
50.0690199	19.9148716	Chocimska	20	
50.0735703	19.9070391	Warmijska	7	
50.0705557	19.9176376	Juliusza Lea	22	
50.0700945	19.9182420	Urzędnicza	28	
50.0694796	19.9217747	Juliusza Lea	10	
50.0690857	19.9228063	Fryderyka Chopina	1	
50.0667335	19.9187930	Aleja Adama Mickiewicza	30	
50.0678878	19.9225388	Symfoniczna	1	
50.0728476	19.9147178	Królewska	88	
50.0687704	19.9231745	Karola Szymanowskiego	1	
50.0708837	19.9061046	Gramatyka	7	
50.0716326	19.9091647	Juliusza Lea	86	
50.0698396	19.9242040	Plac Inwalidów	4	
50.0624249	19.9056426	Aleja 3 Maja	55	Centrum sportowe
50.0719304	19.9097580	Mariana Smoluchowskiego	12	
50.0659383	19.9077500	Daniela Chodowieckiego	5a	
50.0682451	19.9156580	Chocimska	1	
50.0676569	19.9188754	Fryderyka Chopina	38	
50.0714528	19.9058293	Rolnicza	4	
50.0686913	19.9227211	Fryderyka Chopina	6	
50.0691843	19.9205808	Stanisława Konarskiego	26	
50.0733900	19.9066032	Obopólna	9a	
50.0719048	19.9145134	Aleja Kijowska	11	
50.0642390	19.9062980	Daniela Chodowieckiego	3	
50.0715041	19.9106629	Juliusza Lea	58	
50.0677275	19.9162333	Czarnowiejska	91	
50.0729166	19.9065781	Obopólna	5a	
50.0695839	19.9156575	Chocimska	15	
50.0718660	19.9174982	Nowowiejska	22	
50.0720201	19.9112181	Juliusza Lea	75	
50.0707062	19.9205798	Królewska	32	
50.0696501	19.9225007	Juliusza Lea	7b	
50.0721651	19.9139566	Kronikarza Galla	24	
50.0693874	19.9181916	Urzędnicza	22a	
50.0661999	19.9047165	Walerego Goetla	31	
50.0684001	19.9217408	Fryderyka Chopina	16	
50.0728389	19.9065752	Obopólna	5	
50.0686548	19.9142199	Czarnowiejska	103	
50.0656083	19.9200487	Aleja Adama Mickiewicza	30	
50.0721974	19.9160019	Aleja Kijowska	16a	Przedsiębiorstwo Geologiczne S.A. w Krakowie
50.0686422	19.9175039	Spokojna	13	
50.0681309	19.9184241	Urzędnicza	3	
50.0674256	19.9211342	Mieczysława Karłowicza	27	
50.0728173	19.9061367	Obopólna	4b	
50.0683956	19.9201293	Fryderyka Chopina	19	
50.0734625	19.9066097	Obopólna	9b	
50.0678076	19.9229895	Karola Szymanowskiego	6	
50.0735090	19.9063286	Obopólna	16a	
50.0686571	19.9214449	Fryderyka Chopina	11a	
50.0719642	19.9170779	Nowowiejska	29	
50.0710521	19.9104159	Stanisława Skarbińskiego	2	
50.0709061	19.9198735	Królewska	42	
50.0714949	19.9162634	Chocimska	31	
50.0708287	19.9217974	Stanisława Konarskiego	47	
50.0735454	19.9102987	Mariana Smoluchowskiego	4	
50.0720595	19.9165303	Chocimska	39	
50.0731237	19.9057678	Obopólna	4	
50.0698915	19.9213927	Juliusza Lea	9c	
50.0670304	19.9209982	Czarnowiejska	47b	
50.0686142	19.9107534	Toruńska	18	
50.0683291	19.9227772	Mieczysława Karłowicza	3	
50.0711974	19.9157719	Juliusza Lea	37	
50.0719178	19.9164405	Chocimska	35	
50.0689317	19.9171058	Spokojna	16	
50.0723773	19.9148057	Aleja Kijowska	13	
50.0737614	19.9066444	Obopólna	13	
50.0707515	19.9181650	Juliusza Lea	21c	
50.0693992	19.9176049	Spokojna	23	
50.0688786	19.9175350	Spokojna	17	
50.0684103	19.9174715	Spokojna	9	
50.0735335	19.9066153	Obopólna	11a	
50.0681473	19.9191920	Fryderyka Chopina	27	
50.0679635	19.9204985	Stanisława Konarskiego	10	
50.0685264	19.9174882	Spokojna	11	
50.0669346	19.9227547	Karola Szymanowskiego	13	
50.0690498	19.9155520	Chocimska	7	
50.0682787	19.9105429	Kawiory	31	
50.0650883	19.9083340	Władysława Reymonta	22b	
50.0687600	19.9175196	Spokojna	15	
50.0662721	19.9138586	Miechowska	17	
50.0667071	19.9226807	Karola Szymanowskiego	15	
50.0662657	19.9044409	Walerego Goetla	35	
50.0695170	19.9176203	Spokojna	25	
50.0680334	19.9217624	Mieczysława Karłowicza	15	
50.0682788	19.9098794	Kawiory	37	
50.0681795	19.9222650	Mieczysława Karłowicza	9	
50.0685893	19.9110861	Toruńska	14	
50.0607636	19.9201724	Oleandry	2a	
50.0699219	19.9186432	Urzędnicza	27	
50.0703205	19.9227007	Stanisława Konarskiego	43B	
50.0693303	19.9185734	Urzędnicza	19	
50.0666420	19.9184456	Czarnowiejska	30	
50.0675636	19.9224580	Symfoniczna	5	
50.0686015	19.9109192	Toruńska	16	
50.0671875	19.9190775	Czarnowiejska	48	
50.0682240	19.9224174	Mieczysława Karłowicza	7	
50.0665512	19.9142901	Miechowska	14	
50.0684822	19.9160659	Chocimska	1b	
50.0677216	19.9153434	Czarnowiejska	97	
50.0729087	19.9142920	Kronikarza Galla	18	
50.0690845	19.9185330	Urzędnicza	15	
50.0665013	19.9190459	Czarnowiejska	30	
50.0684917	19.9158672	Chocimska	1a	
50.0716022	19.9173256	Nowowiejska	26	
50.0713366	19.9097101	Stanisława Skarbińskiego	10	
50.0677337	19.9204287	Stanisława Konarskiego	6	
50.0738731	19.9066571	Obopólna	15	
50.0704513	19.9181089	Juliusza Lea	20a	
50.0708519	19.9177507	Juliusza Lea	23a	
50.0680893	19.9219562	Mieczysława Karłowicza	13	
50.0717999	19.9163625	Chocimska	33	
50.0690478	19.9171226	Spokojna	18	
50.0727612	19.9065726	Obopólna	3b	
50.0693969	19.9171685	Spokojna	24	
50.0681349	19.9221132	Mieczysława Karłowicza	11	
50.0717306	19.9071675	Gramatyka	4	
50.0677169	19.9158180	Czarnowiejska	93	
50.0681026	19.9190210	Fryderyka Chopina	29	
50.0683279	19.9180644	Urzędnicza	10	
50.0741086	19.9071694	Warmijska	5	
50.0675865	19.9229335	Karola Szymanowskiego	8	
50.0714517	19.9167254	Nowowiejska	33	
50.0726599	19.9141477	Kronikarza Galla	22	
50.0679568	19.9215094	Mieczysława Karłowicza	17	
50.0608511	19.9193207	Aleja 3 Maja	11a	Organic Coffee & more
50.0692822	19.9175888	Spokojna	21	
50.0740799	19.9066813	Obopólna	17	
50.0716510	19.9143611	Aleja Kijowska	9	
50.0687911	19.9155049	Chocimska	3	
50.0681939	19.9193627	Fryderyka Chopina	25	
50.0718253	19.9137551	Kronikarza Galla	24a	
50.0714287	19.9157081	Chocimska	38	
50.0670880	19.9227970	Karola Szymanowskiego	12	
50.0697789	19.9186264	Urzędnicza	25	
50.0725200	19.9058836	Juliusza Lea	115	
50.0680559	19.9188521	Fryderyka Chopina	31	
50.0716304	19.9168390	Nowowiejska	31b	
50.0705751	19.9083192	Stanisława Skarbińskiego	5	
50.0723843	19.9166804	Królewska	84	
50.0697466	19.9172156	Spokojna	30	
50.0699446	19.9198775	Juliusza Lea	16	
50.0715130	19.9141869	Juliusza Lea	53	
50.0687499	19.9229216	Fryderyka Chopina	4	
50.0691660	19.9155887	Chocimska	9	
50.0676179	19.9220448	Symfoniczna	6	
50.0674683	19.9229003	Karola Szymanowskiego	9	
50.0656800	19.9063874	Walerego Goetla	7	
50.0670060	19.9139986	Miechowska	5a	
50.0661341	19.9052030	Walerego Goetla	25	
50.0681775	19.9174424	Spokojna	5	
50.0717340	19.9137649	Kronikarza Galla	26	
50.0660255	19.9056052	Walerego Goetla	19	
50.0682156	19.9205233	Fryderyka Chopina	22	
50.0672301	19.9145557	Miechowska	4	
50.0676471	19.9119671	Kawiory	26	
50.0660642	19.9055325	Walerego Goetla	21	
50.0679127	19.9193884	Fryderyka Chopina	34	
50.0691997	19.9221788	Juliusza Lea	8a	
50.0665947	19.9225628	Karola Szymanowskiego	15	
50.0718085	19.9104794	Juliusza Lea	77	
50.0678531	19.9204614	Stanisława Konarskiego	8	
50.0714919	19.9172641	Nowowiejska	28	
50.0661938	19.9049077	Walerego Goetla	29	
50.0677412	19.9164619	Czarnowiejska	89	
50.0728715	19.9099493	Mariana Smoluchowskiego	6	
50.0733211	19.9065974	Obopólna	9	
50.0669046	19.9199932	Czarnowiejska	38	
50.0693953	19.9209519	Stanisława Konarskiego	33	
50.0703989	19.9154139	Chocimska	24	
50.0676073	19.9215596	Mieczysława Karłowicza	10	
50.0659611	19.9058207	Walerego Goetla	17	
50.0677214	19.9160125	Czarnowiejska	91b	
50.0708919	19.9175828	Juliusza Lea	25	
50.0721366	19.9076744	Juliusza Lea	101	
50.0724299	19.9155637	Aleja Kijowska	16	
50.0736381	19.9066318	Obopólna	11	
50.0674193	19.9157832	Czarnowiejska	76	Pokoje Gościnne Antica
50.0706097	19.9158757	Chocimska	25	
50.0670758	19.9208411	Czarnowiejska	49	
50.0696366	19.9186195	Urzędnicza	23	
50.0695221	19.9209440	Stanisława Konarskiego	35	
50.0688132	19.9170911	Spokojna	14	
50.0720690	19.9087998	Mariana Smoluchowskiego	7	
50.0651132	19.9221961	Aleja Adama Mickiewicza	30	
50.0696125	19.9100315	Nawojki	6	
50.0651269	19.9175591	Władysława Reymonta	15	
50.0689340	19.9201723	Stanisława Konarskiego	22	
50.0685929	19.9180868	Urzędnicza	14	
50.0715189	19.9199940	Królewska	50	
50.0678573	19.9199295	Czarnowiejska	57a	
50.0660154	19.9034173	Piastowska	39a	
50.0716601	19.9196848	Królewska	54	
50.0689442	19.9223442	Fryderyka Chopina	5	
50.0730117	19.9065898	Obopólna	5b	
