@lat	@lon	addr:street	addr:housenumber	name
50.0410578	19.9617459	Robotnicza	2	
50.0402183	19.9636885	Wielicka	22A	
50.0514491	19.9456905	Estery	18	Nova Resto Bar
50.0674327	20.0121829	Centralna	46	
50.0343925	19.9662322	Jerozolimska	12	
50.0406908	19.9639734	Wielicka	16	
50.0403285	19.9613337	Lanckorońska	5	
50.0346081	19.9662806	Jerozolimska	8	
50.0407405	19.9613753	Robotnicza	8	
50.0449252	19.9787459	Gromadzka	1	
50.0333593	19.9436075	Grzybki	1	
50.0426941	19.9419199	Ignacego Krasickiego	1	
50.0418559	19.9431546	Jana Długosza	1	
50.0422744	19.9765333	Jana Heweliusza	1	
50.0433871	19.9600968	Jana Tarnowskiego	1	
50.0470170	19.9564872	Janowa Wola	1	
50.0459617	19.9316195	Wierzbowa	1	
50.0412491	19.9762462	Koźlarska	1	
50.0471636	19.9554537	Kącik	1	
50.0431984	19.9446462	Plac Emila Serkowskiego	1	
50.0522871	19.9292706	Powroźnicza	1	
50.0424158	19.9610968	Powstańców Wielkopolskich	1	
50.0436070	20.0456292	Rączna	1	
50.0452835	19.9760026	Sarmacka	1	
50.0421304	19.9386504	Spiska	1	
50.0429558	19.9788799	Stróża Rybna	1	
50.0415451	19.9373524	Szaflarska	1	
50.0437936	20.0450517	Szparagowa	1	
50.0460516	19.9662466	Wałowa	1	
50.0357020	19.9871037	Łanowa	1	
50.0436839	19.9594730	Świętej Kingi	1	
50.0389514	19.9862177	Źródlana	1	
50.0381738	19.9857838	Żeńców	1	
50.0399602	20.0219709	Albatrosów	10	
50.0417223	20.0475022	Bukowa	10	
50.0461641	19.9575092	Dąbrówki	10	
50.0359672	19.9956678	Gliniana	10	
50.0442321	19.9792327	Gromadzka	10	
50.0422690	19.9411649	Ignacego Krasickiego	10	
50.0425418	19.9425745	Jana Długosza	10	
50.0454055	19.9589530	Generała Jana Henryka Dąbrowskiego	10	
50.0423882	19.9753887	Jana Heweliusza	10	
50.0435704	19.9610135	Jana Tarnowskiego	10	
50.0374566	19.9866672	Kacza	10	
50.0463719	19.9839049	Koszykarska	10	
50.0418577	19.9763670	Koźlarska	10	
50.0441936	19.9804506	Paproci	10	
50.0428585	19.9426438	Plac Emila Serkowskiego	10	
50.0418397	19.9378475	Przedwiośnie	10	
50.0454696	19.9695315	Romana Kiełkowskiego	10	
50.0464208	19.9578153	Romualda Traugutta	10	
50.0397134	19.9868315	Seweryna Goszczyńskiego	10	
50.0472061	20.0434642	Skromna	10	
50.0412934	19.9426050	Stanisława Smolki	10	
50.0455836	20.0450740	Szparagowa	10	
50.0435840	19.9450974	Tadeusza Rejtana	10	
50.0431645	19.9361343	Turecka	10	
50.0456748	19.9669647	Wałowa	10	
50.0432345	19.9450324	Władysława Warneńczyka	10	
50.0442967	19.9639782	Zaułek	10	
50.0367589	19.9877696	Łanowa	10	
50.0388018	19.9876667	Źródlana	10	
50.0380324	19.9872145	Żeńców	10	
50.0448968	20.0411539	Rybitwy	100	
50.0448035	20.0415228	Rybitwy	100a	
50.0363304	19.9427519	Jana Zamoyskiego	102	
50.0450763	20.0418656	Rybitwy	102	
50.0451696	20.0421637	Rybitwy	102a	
50.0454002	20.0421637	Rybitwy	104	
50.0439947	20.0459013	Półłanki	104a	
50.0454831	20.0423873	Rybitwy	104a	
50.0455631	20.0427430	Rybitwy	106	
50.0465259	20.0308745	Golikówka	107	
50.0465953	20.0305391	Golikówka	107a	
50.0447676	20.0466987	Półłanki	108	
50.0457129	20.0430282	Rybitwy	108	
50.0463665	20.0305021	Golikówka	109	
50.0463488	20.0308372	Golikówka	109a	
50.0422200	19.9751291	Jana Heweliusza	10a	
50.0418839	20.0471645	Rączna	10a	
50.0508299	19.9242433	Skwerowa	10a	
50.0457966	20.0450777	Szparagowa	10a	
50.0443390	19.9640936	Zaułek	10a	
50.0421831	20.0478166	Rączna	10b	
50.0507987	19.9244315	Skwerowa	10b	
50.0398768	20.0062853	Golikówka	11	
50.0442227	19.9787865	Gromadzka	11	
50.0420438	19.9412037	Ignacego Krasickiego	11	
50.0423984	19.9424495	Jana Długosza	11	
50.0443569	19.9595253	Generała Jana Henryka Dąbrowskiego	11	
50.0418517	19.9757958	Jana Heweliusza	11	
50.0462481	19.9566318	Janowa Wola	11	
50.0366312	19.9864777	Kacza	11	
50.0465031	19.9843994	Koszykarska	11	
50.0346592	19.9985648	Kozia	11	
50.0419284	19.9770105	Koźlarska	11	
50.0365280	19.9857381	Mariana Batki	11	
50.0367293	19.9934010	Motyla	11	
50.0438649	19.9801268	Paproci	11	
50.0428192	19.9423808	Plac Emila Serkowskiego	11	
50.0405796	20.0307834	Przy Cegielni	11	
50.0448773	19.9748536	Płaszowska	11	
50.0455403	19.9680654	Romana Kiełkowskiego	11	
50.0459446	19.9576309	Romualda Traugutta	11	
50.0438300	19.9763565	Sarmacka	11	
50.0393048	19.9870460	Seweryna Goszczyńskiego	11	
50.0406256	20.0249571	Strażacka	11	
50.0429686	19.9800555	Stróża Rybna	11	
50.0440537	19.9730510	Szklarska	11	
50.0465528	20.0444443	Szparagowa	11	
50.0410588	19.9368889	Tadeusza Czackiego	11	
50.0435847	19.9454680	Tadeusza Rejtana	11	
50.0454567	19.9667511	Wałowa	11	
50.0429417	19.9381192	Zatorska	11	
50.0441704	19.9605404	Świętej Kingi	11	
50.0384995	19.9875027	Źródlana	11	
50.0376298	19.9872271	Żeńców	11	
50.0457440	20.0432779	Rybitwy	110	
50.0461598	20.0308260	Golikówka	111	
50.0458027	20.0435354	Rybitwy	112	
50.0457248	20.0437698	Rybitwy	114	
50.0453581	20.0330172	Golikówka	115	
50.0449368	20.0333007	Golikówka	117	
50.0445442	20.0335853	Golikówka	119a	
50.0399299	20.0071519	Golikówka	11a	
50.0364916	19.9864139	Kacza	11a	
50.0438251	19.9795820	Paproci	11a	
50.0371913	19.9412884	Podskale	11a	
50.0429729	19.9802286	Stróża Rybna	11a	
50.0369592	19.9886240	Łanowa	11a	
50.0427807	19.9800935	Stróża Rybna	11b	
50.0399267	20.0235956	Albatrosów	12	
50.0417716	20.0482621	Bukowa	12	
50.0439729	19.9792454	Gromadzka	12	
50.0439179	19.9615510	Hetmańska	12	
50.0421607	19.9410430	Ignacego Krasickiego	12	
50.0426872	19.9423820	Jana Długosza	12	
50.0448870	19.9587675	Generała Jana Henryka Dąbrowskiego	12	
50.0421082	19.9753201	Jana Heweliusza	12	
50.0436309	19.9611675	Jana Tarnowskiego	12	
50.0372783	19.9868805	Kacza	12	
50.0465382	19.9839226	Koszykarska	12	
50.0419438	19.9764919	Koźlarska	12	
50.0433045	19.9721619	Krzywda	12	
50.0440303	19.9804642	Paproci	12	
50.0417141	19.9375641	Przedwiośnie	12	
50.0445269	19.9765599	Płaszowska	12	
50.0462727	19.9578322	Romualda Traugutta	12	
50.0438432	19.9767125	Sarmacka	12	
50.0396426	19.9870914	Seweryna Goszczyńskiego	12	
50.0468830	20.0427748	Skromna	12	
50.0429908	19.9751041	Strycharska	12	
50.0441537	19.9817553	Stróża Rybna	12	
50.0434786	19.9448954	Tadeusza Rejtana	12	
50.0430844	19.9361852	Turecka	12	
50.0455818	19.9670468	Wałowa	12	
50.0444145	19.9642761	Zaułek	12	
50.0369527	19.9880351	Łanowa	12	
50.0441313	19.9608514	Świętej Kingi	12	
50.0387369	19.9879347	Źródlana	12	
50.0379697	19.9874471	Żeńców	12	
50.0443912	20.0337728	Golikówka	121	
50.0441246	20.0339700	Golikówka	121a	
50.0439080	20.0341544	Golikówka	123	
50.0436203	20.0343705	Golikówka	125	
50.0432649	20.0346814	Golikówka	127	
50.0432776	19.9727458	Krzywda	12a	
50.0440281	19.9808222	Paproci	12a	
50.0437364	19.9770058	Sarmacka	12a	
50.0414012	19.9424497	Stanisława Smolki	12a	
50.0387110	19.9880595	Źródlana	12a	
50.0435699	19.9769000	Sarmacka	12b	
50.0415113	19.9422966	Stanisława Smolki	12b	
50.0435589	19.9774152	Sarmacka	12c	
50.0416103	19.9421554	Stanisława Smolki	12c	
50.0436137	19.9778588	Sarmacka	12d	
50.0416959	19.9420336	Stanisława Smolki	12d	
50.0401650	20.0060850	Golikówka	13	
50.0441191	19.9785031	Gromadzka	13	
50.0425201	19.9422901	Jana Długosza	13	
50.0443896	19.9599091	Generała Jana Henryka Dąbrowskiego	13	
50.0400382	20.0083837	Jana Surzyckiego	13	
50.0460971	19.9566793	Janowa Wola	13	
50.0467458	19.9843666	Koszykarska	13	
50.0437209	19.9373313	Ludwinowska	11	
50.0363854	19.9861555	Mariana Batki	13	
50.0523931	19.9293394	Marii Konopnickiej	13	
50.0437639	19.9801422	Paproci	13	
50.0371516	19.9412108	Podskale	13	
50.0449885	19.9749905	Płaszowska	13	
50.0436293	19.9760395	Sarmacka	13	
50.0392358	19.9873788	Seweryna Goszczyńskiego	13	
50.0426457	19.9751688	Strycharska	13	
50.0428443	19.9805833	Stróża Rybna	13	
50.0434946	19.9453228	Tadeusza Rejtana	13	
50.0453799	19.9668145	Wałowa	13	
50.0498335	19.9567387	Zabłocie	13	
50.0427659	19.9379879	Zatorska	13	
50.0490630	19.9611607	Ślusarska	13	
50.0442494	19.9607417	Świętej Kingi	13	
50.0375512	19.9874522	Żeńców	13	
50.0381132	19.9854361	Żołnierska	13	
50.0439397	19.9786542	Gromadzka	13a	
50.0397227	20.0074122	Jana Surzyckiego	13a	
50.0425553	19.9751836	Strycharska	13a	
50.0413718	20.0469558	Bukowa	14	
50.0463034	20.0195612	Golikówka	14	
50.0438216	19.9791490	Gromadzka	14	
50.0437976	19.9616518	Hetmańska	14	
50.0420270	19.9409027	Ignacego Krasickiego	14	
50.0448499	19.9589459	Generała Jana Henryka Dąbrowskiego	14	
50.0419175	19.9754443	Jana Heweliusza	14	
50.0436897	19.9613185	Jana Tarnowskiego	14	
50.0426412	19.9732422	Krzywda	14	
50.0438391	19.9806209	Paproci	14	
50.0445995	19.9768396	Płaszowska	14	
50.0461321	19.9584504	Romualda Traugutta	14	
50.0433817	19.9768639	Sarmacka	14	
50.0395356	19.9875052	Seweryna Goszczyńskiego	14	
50.0417937	19.9418828	Stanisława Smolki	14	
50.0429924	19.9752669	Strycharska	14	
50.0446854	19.9819365	Stróża Rybna	14	
50.0462058	20.0451560	Szparagowa	14	
50.0454890	19.9671288	Wałowa	14	
50.0444559	19.9644705	Zaułek	14	
50.0442297	19.9610735	Świętej Kingi	14	
50.0378326	19.9876002	Żeńców	14	
50.0462364	20.0199786	Golikówka	14a	
50.0437352	19.9790933	Gromadzka	14a	
50.0431502	19.9729041	Krzywda	14a	
50.0397395	19.9875239	Seweryna Goszczyńskiego	14a	
50.0429143	19.9727571	Krzywda	14b	
50.0397403	19.9876928	Seweryna Goszczyńskiego	14b	
50.0428920	19.9731252	Krzywda	14c	
50.0429888	19.9733229	Krzywda	14d	
50.0404849	20.0057733	Golikówka	15	
50.0437882	19.9785675	Gromadzka	15	
50.0452724	19.9655436	Jana Dekerta	15	
50.0444772	19.9600587	Generała Jana Henryka Dąbrowskiego	15	
50.0394166	20.0082627	Jana Surzyckiego	15	
50.0367961	19.9868287	Kacza	15	
50.0403503	20.0223845	Kormoranów	15	
50.0455748	19.9563953	Lwowska	15	
50.0435766	19.9800963	Paproci	15	
50.0445177	19.9692653	Powstańców Wielkopolskich	15	
50.0447850	19.9751429	Płaszowska	15	
50.0457857	19.9676284	Romana Kiełkowskiego	15	
50.0467668	19.9631724	Tadeusza Romanowicza	15	
50.0455867	19.9576940	Romualda Traugutta	15	
50.0434975	19.9764042	Sarmacka	15	
50.0391823	19.9876200	Seweryna Goszczyńskiego	15	
50.0413930	19.9388751	Spiska	15	
50.0427661	19.9753366	Strycharska	15	
50.0438602	19.9730943	Szklarska	15	
50.0433667	19.9450561	Tadeusza Rejtana	15	
50.0425535	19.9365308	Turecka	15	
50.0452520	19.9668620	Wałowa	15	
50.0427358	19.9378637	Zatorska	15	
50.0371454	19.9889528	Łanowa	15	
50.0443111	19.9608924	Świętej Kingi	15	
50.0383964	19.9878147	Źródlana	15	
50.0437801	19.9779014	Gromadzka	15a	
50.0394307	20.0086000	Jana Surzyckiego	15a	
50.0435462	19.9793914	Paproci	15a	
50.0434603	19.9763882	Sarmacka	15a	
50.0393995	20.0087465	Jana Surzyckiego	15b	
50.0399243	20.0247209	Albatrosów	16	
50.0462651	20.0203810	Golikówka	16	
50.0436064	19.9789741	Gromadzka	16	
50.0419455	19.9408152	Ignacego Krasickiego	16	
50.0450972	19.9592972	Generała Jana Henryka Dąbrowskiego	16	
50.0417334	19.9755330	Jana Heweliusza	16	
50.0461591	19.9568674	Janowa Wola	16	
50.0370243	19.9872475	Kacza	16	
50.0454004	19.9569183	Lwowska	16	
50.0436624	19.9806099	Paproci	16	
50.0446112	19.9770102	Płaszowska	16	
50.0458501	19.9578918	Romualda Traugutta	16	
50.0431930	19.9768488	Sarmacka	16	
50.0418920	19.9417493	Stanisława Smolki	16	
50.0430258	19.9755199	Strycharska	16	
50.0445410	19.9825666	Stróża Rybna	16	
50.0467610	20.0453721	Szparagowa	16	
50.0429163	19.9363009	Turecka	16	
50.0453962	19.9672108	Wałowa	16	
50.0445307	19.9646669	Zaułek	16	
50.0377482	19.9878353	Żeńców	16	
50.0448586	19.9831264	Stróża Rybna	16a	
50.0394887	20.0243483	Albatrosów	16b	
50.0449183	19.9831051	Stróża Rybna	16b	
50.0408768	20.0057947	Golikówka	17	
50.0436594	19.9784232	Gromadzka	17	
50.0457890	19.9658527	Jana Dekerta	17	
50.0429484	19.9415549	Jana Długosza	17	
50.0366912	19.9870197	Kacza	17	
50.0454696	19.9565362	Lwowska	17	
50.0362547	19.9863865	Mariana Batki	17	
50.0434517	19.9801997	Paproci	17	
50.0458962	19.9675032	Romana Kiełkowskiego	17	
50.0465036	19.9629310	Tadeusza Romanowicza	17	
50.0453825	19.9577139	Romualda Traugutta	17	
50.0428229	19.9756878	Strycharska	17	
50.0480244	20.0453088	Szparagowa	17	
50.0424712	19.9365788	Turecka	17	
50.0520851	19.9303607	Zamkowa	17	
50.0426995	19.9377332	Zatorska	17	
50.0374315	19.9877264	Żeńców	17	
50.0372641	19.9853182	Żołnierska	17	
50.0463049	19.9625436	Tadeusza Romanowicza	17a	
50.0391362	19.9879724	Seweryna Goszczyńskiego	17a	
50.0395917	20.0256786	Albatrosów	18	
50.0462755	20.0207128	Golikówka	18	
50.0434928	19.9789007	Gromadzka	18	
50.0418096	19.9406074	Ignacego Krasickiego	18	Kinokawiarnia Kika
50.0471453	19.9667666	Jana Dekerta	18	
50.0447795	19.9594758	Generała Jana Henryka Dąbrowskiego	18	
50.0369603	19.9873397	Kacza	18	
50.0340266	19.9961846	Kozia	18	
50.0452615	19.9570819	Lwowska	18	
50.0446374	19.9775502	Płaszowska	18	
50.0456976	19.9578995	Romualda Traugutta	18	
50.0419989	19.9415884	Stanisława Smolki	18	
50.0430515	19.9756749	Strycharska	18	
50.0440049	19.9826197	Stróża Rybna	18	
50.0471056	20.0453870	Szparagowa	18	
50.0377009	19.9879352	Żeńców	18	
50.0479647	19.9669768	Jana Dekerta	18a	
50.0339660	19.9958599	Kozia	18a	
50.0426692	19.9767601	Sarmacka	18a	
50.0410702	20.0058496	Golikówka	19	
50.0435132	19.9785095	Gromadzka	19	
50.0366289	19.9871220	Kacza	19	
50.0452780	19.9567799	Lwowska	19	
50.0362098	19.9865000	Mariana Batki	19	
50.0446183	19.9697719	Powstańców Wielkopolskich	19	
50.0447265	19.9756609	Płaszowska	19	
50.0460964	19.9624308	Tadeusza Romanowicza	19	
50.0451776	19.9577401	Romualda Traugutta	19	
50.0431579	19.9763984	Sarmacka	19	
50.0428316	19.9758536	Strycharska	19	
50.0482637	20.0451113	Szparagowa	19	
50.0423680	19.9366326	Turecka	19	
50.0426658	19.9375964	Zatorska	19	
50.0374314	19.9893813	Łanowa	19	
50.0373673	19.9878618	Żeńców	19	
50.0370142	19.9849980	Żołnierska	19	
50.0435027	19.9782199	Gromadzka	19a	
50.0457462	19.9622895	Tadeusza Romanowicza	19a	Pro Car Detailing
50.0456356	19.9622120	Tadeusza Romanowicza	19b	
50.0384665	19.9975756	Grochowa	1a	
50.0434635	19.9603103	Jana Tarnowskiego	1a	
50.0411045	19.9765567	Koźlarska	1a	
50.0450848	19.9801538	Paproci	1a	
50.0435639	20.0457299	Rączna	1a	
50.0454128	19.9759548	Sarmacka	1a	
50.0436285	20.0448616	Szparagowa	1a	
50.0358074	19.9872774	Łanowa	1a	
50.0437858	19.9596179	Świętej Kingi	1a	
50.0384138	19.9977155	Grochowa	1b	
50.0353208	19.9865729	Łanowa	1b	
50.0393236	20.0195599	Albatrosów	2	
50.0335714	19.9436894	Grzybki	2	
50.0427620	19.9416913	Ignacego Krasickiego	2	
50.0420436	19.9432130	Jana Długosza	2	
50.0433852	19.9605421	Jana Tarnowskiego	2	
50.0414880	19.9758538	Koźlarska	2	
50.0470667	19.9599665	Lipowa	2	
50.0449454	19.9804506	Paproci	2	
50.0431505	19.9444213	Plac Emila Serkowskiego	2	
50.0421215	19.9384461	Przedwiośnie	2	
50.0497436	19.9587182	Przemysłowa	2	
50.0442268	20.0454243	Szparagowa	2	
50.0460622	19.9666645	Wałowa	2	
50.0360011	19.9867804	Łanowa	2	
50.0436274	19.9596813	Świętej Kingi	2	
50.0386199	19.9860756	Żeńców	2	
50.0462205	20.0211855	Golikówka	20	
50.0433003	19.9788054	Gromadzka	20	
50.0417282	19.9405852	Ignacego Krasickiego	20	
50.0447837	19.9599872	Generała Jana Henryka Dąbrowskiego	20	
50.0368845	19.9876080	Kacza	20	
50.0336744	19.9961707	Kozia	20	
50.0450698	19.9573246	Lwowska	20	
50.0446676	19.9777587	Płaszowska	20	
50.0455840	19.9579161	Romualda Traugutta	20	
50.0426052	19.9767968	Sarmacka	20	
50.0421143	19.9414358	Stanisława Smolki	20	
50.0433223	19.9758480	Strycharska	20	
50.0442574	19.9830275	Stróża Rybna	20	
50.0471989	20.0455435	Szparagowa	20	
50.0348830	19.9367012	Rydlówka	20a	
50.0412048	20.0059392	Golikówka	21	
50.0433675	19.9784129	Gromadzka	21	
50.0365528	19.9873402	Kacza	21	
50.0360600	19.9866453	Mariana Batki	21	
50.0367957	19.9950346	Motyla	21	
50.0446507	19.9699487	Powstańców Wielkopolskich	21	
50.0447951	19.9759918	Płaszowska	21	
50.0461295	19.9666243	Romana Kiełkowskiego	21	
50.0398904	20.0260658	Rybitwy	21	
50.0428840	19.9762738	Strycharska	21	
50.0485341	20.0455249	Szparagowa	21	
50.0422734	19.9366914	Turecka	21	
50.0426275	19.9374620	Zatorska	21	
50.0379321	19.9886651	Źródlana	21	
50.0372701	19.9880513	Żeńców	21	
50.0368721	19.9848333	Żołnierska	21	
50.0372115	19.9881716	Żeńców	21A	
50.0371529	19.9882919	Żeńców	21B	
50.0432486	19.9782561	Gromadzka	21a	
50.0428796	19.9761459	Strycharska	21a	
50.0486274	20.0452641	Szparagowa	21a	
50.0375539	19.9894152	Łanowa	21a	
50.0484456	20.0451634	Szparagowa	21b	
50.0463632	20.0217486	Golikówka	22	
50.0416415	19.9404882	Ignacego Krasickiego	22	
50.0329862	19.9947917	Kozia	22	
50.0447575	19.9577315	Lwowska	22	
50.0445921	19.9779913	Płaszowska	22	
50.0454005	19.9632801	Tadeusza Romanowicza	22	
50.0454430	19.9579318	Romualda Traugutta	22	
50.0424229	19.9769854	Sarmacka	22	
50.0431689	19.9760606	Strycharska	22	
50.0475395	20.0455831	Szparagowa	22	
50.0467149	20.0218678	Golikówka	22a	
50.0428463	19.9785247	Gromadzka	22a	
50.0465020	20.0222330	Golikówka	22b	
50.0469782	20.0218418	Golikówka	22c	
50.0423335	19.9795562	Gromadzka	22c	
50.0469853	20.0219983	Golikówka	22d	
50.0425731	19.9798571	Gromadzka	22d	
50.0425793	19.9801056	Gromadzka	22e	
50.0423903	19.9786579	Gromadzka	22f	
50.0507816	19.9291178	Barska	23	
50.0414830	20.0061181	Golikówka	23	
50.0430778	19.9781991	Gromadzka	23	
50.0445657	19.9608930	Generała Jana Henryka Dąbrowskiego	23	
50.0368025	19.9951702	Motyla	23	
50.0446861	19.9701418	Powstańców Wielkopolskich	23	
50.0448292	19.9764164	Płaszowska	23	
50.0454392	19.9622077	Tadeusza Romanowicza	23	
50.0401604	20.0262145	Rybitwy	23	
50.0428928	19.9763847	Strycharska	23	
50.0488787	20.0456926	Szparagowa	23	
50.0378994	19.9887359	Źródlana	23	
50.0465786	20.0227510	Golikówka	24	
50.0426011	19.9778901	Gromadzka	24	
50.0415545	19.9403864	Ignacego Krasickiego	24	
50.0448476	19.9604628	Generała Jana Henryka Dąbrowskiego	24	
50.0365420	19.9882536	Kacza	24	
50.0446187	19.9579219	Lwowska	24	
50.0447691	19.9781563	Płaszowska	24	
50.0452927	19.9579432	Romualda Traugutta	24	
50.0422310	19.9770228	Sarmacka	24	
50.0482624	19.9696462	Stanisława Klimeckiego	24	Hotel Alf
50.0478330	20.0457000	Szparagowa	24	
50.0468705	20.0226243	Golikówka	24a	
50.0468609	20.0227659	Golikówka	24b	
50.0421035	19.9787483	Gromadzka	24b	
50.0473084	20.0224939	Golikówka	24c	
50.0420307	19.9792357	Gromadzka	24c	
50.0416505	20.0063139	Golikówka	25	
50.0446394	19.9614262	Generała Jana Henryka Dąbrowskiego	25	
50.0503011	19.9307122	Marii Konopnickiej	25	
50.0404600	20.0266024	Rybitwy	25	
50.0425421	19.9763916	Sarmacka	25	
50.0491422	20.0458059	Szparagowa	25	
50.0496477	19.9613006	Zabłocie	25	
50.0501894	19.9615505	Zabłocie	25a	
50.0466719	20.0232168	Golikówka	26	
50.0422860	19.9778591	Gromadzka	26	
50.0414524	19.9402797	Ignacego Krasickiego	26	
50.0449120	19.9606967	Generała Jana Henryka Dąbrowskiego	26	
50.0365032	19.9883115	Kacza	26	
50.0330791	19.9947711	Kozia	26	Good Lood Bagry
50.0444866	19.9581445	Lwowska	26	
50.0351773	19.9881925	Mariana Batki	26	
50.0448725	19.9784515	Płaszowska	26	
50.0451386	19.9579662	Romualda Traugutta	26	
50.0399502	20.0266806	Rybitwy	26	
50.0481704	20.0458007	Szparagowa	26	
50.0381010	19.9897120	Łanowa	26	
50.0361380	19.9965668	Grochowa	26a	
50.0361411	19.9964261	Grochowa	26b	
50.0362189	19.9956162	Grochowa	26e	
50.0362664	19.9956236	Grochowa	26f	
50.0419678	20.0067083	Golikówka	27	
50.0428884	19.9780142	Gromadzka	27	
50.0361623	19.9880640	Kacza	27	
50.0355900	19.9876047	Mariana Batki	27	
50.0449996	19.9774684	Płaszowska	27	
50.0493429	20.0458752	Szparagowa	27	
50.0421564	20.0073536	Golikówka	27a	
50.0451275	19.9774314	Płaszowska	27a	
50.0502664	19.9305432	Barska	28	
50.0468537	20.0238614	Golikówka	28	
50.0413347	19.9401544	Ignacego Krasickiego	28	
50.0443347	19.9586309	Lwowska	28	
50.0402168	20.0270046	Rybitwy	28	
50.0485939	20.0466950	Szparagowa	28	"Gabinet Dermatologiczny, lek. Rita Kaczorowska-Stawarz"
50.0368942	19.9894668	Żeńców	28	
50.0368652	19.9895401	Żeńców	28a	
50.0391814	19.9899591	Seweryna Goszczyńskiego	28d	
50.0391624	19.9898480	Seweryna Goszczyńskiego	28e	
50.0423973	20.0072395	Golikówka	29	
50.0427466	19.9776794	Gromadzka	29	
50.0356940	19.9896401	Mariana Batki	29	
50.0449321	19.9778084	Płaszowska	29	
50.0454961	19.9621048	Tadeusza Romanowicza	29	
50.0413860	20.0275113	Rybitwy	29	
50.0420862	19.9766045	Sarmacka	29	
50.0372541	19.9899442	Źródlana	29	
50.0426778	19.9774038	Gromadzka	29a	
50.0453163	19.9763438	Sarmacka	2a	
50.0385811	19.9861839	Żeńców	2a	
50.0454215	19.9763574	Sarmacka	2b	
50.0455993	19.9838937	Saska	2b	
50.0452155	19.9763677	Sarmacka	2c	
50.0450928	19.9763950	Sarmacka	2d	
50.0459217	19.9568367	Dąbrówki	3	
50.0382357	19.9973275	Grochowa	3	
50.0447106	19.9787749	Gromadzka	3	
50.0444539	19.9610435	Hetmańska	3	
50.0425739	19.9417922	Ignacego Krasickiego	3	
50.0449674	19.9637064	Jana Dekerta	3	
50.0419950	19.9429576	Jana Długosza	3	
50.0449083	19.9580115	Generała Jana Henryka Dąbrowskiego	3	
50.0421820	19.9761882	Jana Heweliusza	3	
50.0435270	19.9604657	Jana Tarnowskiego	3	
50.0467485	19.9565228	Janowa Wola	3	
50.0457773	19.9316825	Na Ustroniu	3	
50.0410085	20.0244005	Kormoranów	3	
50.0413940	19.9764456	Koźlarska	3	
50.0470761	19.9606369	Lipowa	3	
50.0529310	19.9289053	Marii Konopnickiej	3	Ziko Apteka
50.0411320	19.9385183	Orawska	3	
50.0449666	19.9801383	Paproci	3	
50.0431183	19.9442248	Plac Emila Serkowskiego	3	
50.0432338	20.0462402	Rączna	3	
50.0452201	19.9760213	Sarmacka	3	
50.0430451	19.9791337	Stróża Rybna	3	
50.0426306	19.9358989	Swoboda	3	
50.0414328	19.9374523	Szaflarska	3	
50.0441115	20.0448802	Szparagowa	3	
50.0519133	19.9259262	Tyniecka	3	
50.0352411	19.9384284	Wadowicka	3	
50.0459416	19.9663399	Wałowa	3	
50.0359798	19.9874539	Łanowa	3	
50.0496227	19.9621055	Ślusarska	3	
50.0438715	19.9597608	Świętej Kingi	3	
50.0387879	19.9866139	Źródlana	3	
50.0380452	19.9861795	Żeńców	3	
50.0468561	20.0242043	Golikówka	30	
50.0418943	19.9777567	Gromadzka	30	
50.0441019	19.9584712	Lwowska	30	
50.0451622	19.9791030	Płaszowska	30	
50.0405706	20.0273563	Rybitwy	30	
50.0485939	20.0460019	Szparagowa	30	
50.0373588	19.9903575	Źródlana	30	
50.0470165	20.0246477	Golikówka	30a	
50.0451653	19.9791826	Płaszowska	30a	
50.0407280	20.0275899	Rybitwy	30a	
50.0488308	20.0462888	Szparagowa	30a	
50.0451870	19.9793829	Płaszowska	30b	
50.0404049	20.0277724	Rybitwy	30b	
50.0490055	20.0463857	Szparagowa	30b	
50.0451932	19.9794745	Płaszowska	30c	
50.0424200	20.0070996	Golikówka	31	
50.0451825	19.9779447	Płaszowska	31	
50.0415202	20.0278023	Rybitwy	31	
50.0382163	19.9898845	Seweryna Goszczyńskiego	31	
50.0365828	19.9894270	Żeńców	31	
50.0425997	20.0071299	Golikówka	31a	
50.0416349	19.9776921	Gromadzka	32	
50.0452273	19.9797062	Płaszowska	32	
50.0410775	20.0275111	Rybitwy	32	
50.0367807	19.9900448	Żeńców	32	
50.0452258	19.9797617	Płaszowska	32a	
50.0427447	20.0072955	Golikówka	33	
50.0423404	19.9772596	Gromadzka	33	
50.0368580	19.9963701	Motyla	33	
50.0453350	19.9782710	Płaszowska	33	
50.0417284	20.0282494	Rybitwy	33	
50.0379055	19.9904289	Seweryna Goszczyńskiego	33	
50.0499352	19.9626993	Zabłocie	33	
50.0370598	19.9903311	Źródlana	33	
50.0365526	19.9894962	Żeńców	33	
50.0426727	20.0071959	Golikówka	33a	
50.0426139	20.0079071	Golikówka	33b	
50.0401046	19.9392397	Ignacego Krasickiego	34	Szkoła Podstawowa nr 26 im A. Struga
50.0372329	19.9967263	Motyla	34	
50.0411364	20.0276497	Rybitwy	34	
50.0389076	19.9908110	Łanowa	34	
50.0367444	19.9901659	Żeńców	34	
50.0371833	19.9968276	Motyla	34a	
50.0389390	19.9908768	Łanowa	34a	
50.0428812	20.0078126	Golikówka	35	
50.0419341	19.9772344	Gromadzka	35	
50.0368424	19.9966394	Motyla	35	
50.0452367	19.9785324	Płaszowska	35	
50.0418145	20.0286005	Rybitwy	35	
